Id,Probability
103117,0.404
103120,0.314
103121,0.394
103123,0.462
103124,0.41
103131,0.472
103135,0.508
103140,0.242
103145,0.622
103146,0.118
103147,0.498
103150,0.508
103154,0.434
103157,0.472
103164,0.398
103165,0.3
103173,0.462
103189,0.51
103206,0.844
103218,0.4
103223,0.548
103228,0.392
103232,0.692
103245,0.39
103247,0.426
103253,0.264
103270,0.394
103277,0.314
103279,0.644
103280,0.228
103287,0.526
103294,0.648
103299,0.646
103312,0.42
103313,0.778
103318,0.542
103332,0.348
103341,0.396
103344,0.316
103353,0.638
103359,0.394
103364,0.642
103373,0.314
103378,0.428
103403,0.206
103405,0.556
103407,0.522
103408,0.772
103410,0.532
103413,0.538
103429,0.432
103433,0.37
103438,0.606
103451,0.474
103461,0.094
103463,0.4
103467,0.348
103471,0.31
103472,0.248
103476,0.382
103477,0.536
103482,0.566
103485,0.366
103489,0.462
103493,0.438
103504,0.482
103505,0.59
103508,0.504
103510,0.174
103519,0.402
103526,0.55
103528,0.384
103533,0.644
103540,0.378
103549,0.73
103550,0.162
103560,0.33
103565,0.558
103581,0.76
103582,0.634
103588,0.616
103590,0.24
103594,0.578
103597,0.64
103599,0.138
103609,0.73
103621,0.244
103628,0.308
103631,0.448
103634,0.34
103652,0.286
103654,0.374
103672,0.364
103675,0.292
103679,0.698
103686,0.192
103694,0.856
103703,0.79
103731,0.484
103740,0.448
103753,0.576
103757,0.564
103758,0.33
103776,0.534
103779,0.71
103782,0.37
103786,0.334
103789,0.882
103802,0.396
103813,0.434
103817,0.726
103819,0.528
103821,0.444
103847,0.518
103861,0.464
103869,0.542
103873,0.562
103878,0.308
103894,0.476
103901,0.42
103910,0.506
103916,0.202
103919,0.358
103926,0.536
103930,0.284
103932,0.414
103943,0.5
103944,0.438
103947,0.142
103949,0.198
103952,0.356
103953,0.518
103955,0.324
103959,0.37
104001,0.708
104003,0.406
104009,0.608
104014,0.27
104015,0.198
104051,0.146
104054,0.598
104055,0.292
104062,0.05
104100,0.652
104119,0.386
104125,0.204
104134,0.512
104155,0.454
104156,0.322
104168,0.66
104187,0.428
104190,0.368
104193,0.604
104197,0.228
104204,0.63
104215,0.3
104225,0.37
104226,0.63
104229,0.71
104234,0.496
104238,0.274
104241,0.572
104247,0.252
104251,0.424
104254,0.43
104265,0.44
104278,0.568
104281,0.544
104282,0.574
104286,0.528
104300,0.35
104301,0.372
104308,0.482
104309,0.76
104314,0.47
104315,0.416
104316,0.352
104317,0.532
104321,0.59
104327,0.46
104330,0.268
104337,0.57
104353,0.486
104363,0.282
104367,0.578
104371,0.68
104377,0.59
104380,0.656
104398,0.758
104402,0.526
104404,0.332
104415,0.35
104421,0.624
104422,0.472
104431,0.23
104445,0.268
104446,0.226
104449,0.402
104468,0.608
104473,0.582
104480,0.782
104491,0.174
104502,0.73
104503,0.464
104506,0.396
104514,0.674
104526,0.5
104532,0.38
104544,0.384
104546,0.288
104550,0.186
104557,0.534
104566,0.568
104573,0.398
104575,0.492
104578,0.274
104584,0.472
104586,0.426
104591,0.4
104592,0.432
104597,0.198
104605,0.432
104610,0.362
104616,0.684
104620,0.682
104624,0.844
104630,0.822
104631,0.452
104648,0.548
104650,0.368
104670,0.628
104673,0.43
104676,0.272
104679,0.25
104681,0.478
104701,0.428
104717,0.278
104727,0.524
104728,0.38
104730,0.574
104731,0.52
104734,0.592
104735,0.684
104748,0.158
104755,0.388
104756,0.584
104765,0.466
104767,0.508
104770,0.788
104773,0.212
104775,0.582
104786,0.23
104791,0.32
104793,0.712
104814,0.618
104824,0.3
104836,0.64
104848,0.314
104861,0.584
104882,0.568
104886,0.504
104888,0.758
104892,0.4
104898,0.334
104901,0.488
104902,0.416
104910,0.354
104921,0.706
104924,0.764
104927,0.486
104929,0.694
104935,0.436
104942,0.652
104957,0.4
104961,0.62
104965,0.308
104975,0.568
104991,0.254
104995,0.248
105000,0.612
105010,0.456
105014,0.56
105023,0.566
105027,0.31
105031,0.596
105045,0.442
105049,0.698
105058,0.802
105105,0.214
105111,0.422
105116,0.602
105126,0.328
105144,0.262
105166,0.578
105167,0.608
105175,0.562
105177,0.658
105179,0.36
105192,0.48
105193,0.426
105197,0.608
105204,0.6
105212,0.43
105219,0.498
105220,0.458
105226,0.572
105230,0.48
105241,0.254
105270,0.602
105277,0.592
105300,0.55
105309,0.228
105312,0.7
105321,0.238
105331,0.296
105332,0.694
105340,0.42
105341,0.76
105349,0.498
105366,0.194
105399,0.436
105400,0.472
105401,0.302
105402,0.384
105404,0.39
105428,0.582
105434,0.576
105442,0.39
105452,0.394
105456,0.754
105471,0.346
105477,0.326
105483,0.568
105485,0.652
105494,0.654
105505,0.48
105519,0.276
105534,0.434
105538,0.516
105543,0.514
105547,0.358
105550,0.28
105556,0.374
105562,0.388
105568,0.258
105569,0.578
105570,0.516
105585,0.452
105587,0.486
105593,0.546
105609,0.664
105612,0.464
105613,0.232
105617,0.614
105619,0.528
105629,0.65
105630,0.616
105632,0.65
105637,0.596
105642,0.374
105648,0.53
105649,0.688
105656,0.582
105657,0.724
105671,0.546
105690,0.422
105704,0.626
105705,0.378
105706,0.25
105709,0.33
105717,0.47
105729,0.51
105733,0.176
105755,0.522
105763,0.476
105771,0.624
105774,0.898
105775,0.074
105776,0.458
105785,0.402
105796,0.528
105802,0.396
105812,0.426
105816,0.7
105819,0.562
105821,0.468
105826,0.586
105845,0.408
105852,0.314
105858,0.598
105870,0.62
105871,0.586
105884,0.276
105886,0.61
105887,0.61
105901,0.42
105904,0.406
105907,0.418
105910,0.746
105914,0.514
105934,0.474
105940,0.392
105950,0.468
105952,0.46
105955,0.568
105962,0.606
105963,0.464
105981,0.464
105989,0.654
105996,0.236
105998,0.414
106003,0.446
106008,0.32
106018,0.62
106020,0.386
106034,0.538
106037,0.618
106046,0.596
106051,0.328
106058,0.734
106060,0.594
106070,0.716
106089,0.316
106093,0.616
106100,0.244
106102,0.656
106111,0.546
106113,0.632
106118,0.436
106123,0.378
106147,0.418
106148,0.728
106153,0.552
106166,0.7
106175,0.652
106182,0.45
106186,0.53
106188,0.648
106189,0.62
106192,0.29
106214,0.55
106217,0.638
106220,0.574
106222,0.576
106224,0.456
106234,0.64
106237,0.33
106238,0.646
106240,0.502
106247,0.442
106261,0.55
106262,0.08
106266,0.496
106269,0.556
106270,0.238
106284,0.43
106302,0.252
106305,0.364
106307,0.37
106312,0.61
106314,0.35
106318,0.376
106352,0.496
106364,0.458
106390,0.61
106400,0.55
106410,0.738
106421,0.462
106433,0.166
106434,0.31
106439,0.468
106445,0.588
106446,0.47
106457,0.314
106463,0.686
106475,0.566
106476,0.446
106483,0.658
106491,0.54
106494,0.744
106497,0.494
106501,0.488
106503,0.288
106509,0.202
106518,0.342
106523,0.39
106529,0.386
106534,0.138
106548,0.484
106554,0.324
106560,0.602
106564,0.542
106569,0.314
106575,0.174
106578,0.45
106582,0.422
106587,0.542
106591,0.416
106593,0.686
106606,0.502
106607,0.336
106614,0.336
106617,0.43
106619,0.204
106625,0.48
106630,0.764
106639,0.298
106649,0.332
106655,0.59
106659,0.668
106662,0.574
106664,0.892
106668,0.88
106671,0.616
106673,0.568
106675,0.77
106678,0.404
106686,0.47
106696,0.244
106699,0.696
106710,0.4
106744,0.678
106746,0.394
106756,0.754
106763,0.264
106764,0.402
106776,0.612
106779,0.394
106791,0.6
106802,0.526
106815,0.46
106850,0.472
106862,0.58
106865,0.332
106871,0.37
106877,0.576
106878,0.456
106881,0.5
106888,0.172
106901,0.554
106907,0.518
106913,0.608
106922,0.408
106929,0.724
106951,0.342
106958,0.382
106964,0.658
106977,0.498
106981,0.368
106990,0.284
106994,0.168
106999,0.274
107003,0.532
107004,0.424
107006,0.324
107009,0.378
107023,0.694
107026,0.32
107039,0.554
107042,0.42
107056,0.548
107060,0.374
107067,0.522
107123,0.824
107128,0.178
107132,0.566
107137,0.4
107139,0.452
107158,0.796
107165,0.782
107174,0.274
107177,0.778
107182,0.562
107183,0.562
107195,0.512
107198,0.394
107199,0.672
107235,0.122
107237,0.358
107241,0.286
107245,0.454
107251,0.698
107252,0.434
107253,0.556
107254,0.224
107271,0.472
107272,0.558
107277,0.544
107287,0.562
107290,0.418
107294,0.672
107305,0.358
107361,0.442
107389,0.448
107400,0.282
107408,0.412
107415,0.31
107422,0.4
107432,0.51
107443,0.686
107455,0.786
107480,0.272
107490,0.43
107491,0.36
107495,0.418
107496,0.562
107514,0.588
107521,0.442
107527,0.562
107538,0.308
107545,0.544
107551,0.506
107561,0.682
107569,0.68
107573,0.51
107580,0.344
107587,0.408
107593,0.536
107600,0.304
107603,0.446
107605,0.434
107615,0.426
107629,0.334
107634,0.682
107641,0.406
107644,0.428
107657,0.342
107664,0.344
107673,0.636
107677,0.238
107692,0.82
107701,0.628
107702,0.372
107705,0.526
107719,0.426
107720,0.604
107726,0.658
107737,0.504
107738,0.446
107757,0.39
107758,0.568
107760,0.38
107763,0.62
107774,0.816
107793,0.474
107801,0.53
107807,0.754
107812,0.362
107821,0.47
107829,0.744
107844,0.324
107847,0.336
107848,0.736
107850,0.028
107852,0.622
107854,0.364
107857,0.614
107868,0.654
107879,0.344
107881,0.578
107888,0.662
107895,0.326
107909,0.244
107910,0.39
107913,0.386
107936,0.518
107937,0.282
107946,0.454
107949,0.542
107955,0.416
107961,0.28
107962,0.452
107968,0.744
107983,0.29
107984,0.55
107992,0.408
108000,0.574
108007,0.358
108020,0.518
108022,0.554
108028,0.476
108033,0.398
108034,0.43
108042,0.56
108054,0.386
108073,0.512
108077,0.394
108088,0.364
108091,0.418
108093,0.366
108098,0.458
108101,0.398
108112,0.672
108114,0.744
108125,0.47
108127,0.708
108144,0.458
108146,0.704
108150,0.402
108163,0.502
108170,0.338
108179,0.328
108204,0.328
108220,0.77
108226,0.454
108232,0.796
108240,0.594
108245,0.63
108255,0.354
108287,0.378
108290,0.646
108292,0.512
108296,0.674
108299,0.538
108300,0.552
108313,0.376
108319,0.384
108321,0.46
108358,0.49
108360,0.384
108362,0.55
108366,0.382
108376,0.456
108381,0.364
108397,0.43
108398,0.34
108401,0.67
108421,0.782
108423,0.526
108429,0.53
108442,0.56
108445,0.382
108447,0.49
108461,0.42
108489,0.604
108492,0.43
108505,0.39
108506,0.588
108517,0.124
108521,0.7
108526,0.528
108535,0.632
108549,0.542
108551,0.462
108563,0.602
108574,0.438
108576,0.446
108580,0.37
108586,0.472
108593,0.29
108596,0.464
108597,0.6
108622,0.632
108634,0.29
108636,0.598
108642,0.474
108662,0.602
108682,0.71
108684,0.578
108687,0.314
108706,0.442
108727,0.274
108740,0.5
108749,0.422
108765,0.524
108767,0.406
108783,0.676
108806,0.742
108827,0.274
108835,0.61
108838,0.538
108845,0.388
108852,0.706
108855,0.292
108856,0.258
108870,0.354
108873,0.524
108876,0.708
108887,0.392
108890,0.436
108893,0.514
108907,0.14
108911,0.588
108912,0.438
108927,0.208
108930,0.678
108932,0.618
108936,0.362
108938,0.55
108945,0.54
108953,0.59
108954,0.454
108979,0.666
108983,0.626
108987,0.402
108989,0.664
108990,0.264
108995,0.576
109003,0.488
109004,0.41
109035,0.404
109039,0.506
109063,0.58
109071,0.446
109073,0.554
109080,0.336
109085,0.658
109087,0.372
109099,0.38
109100,0.532
109108,0.788
109117,0.79
109118,0.562
109126,0.548
109130,0.358
109156,0.492
109167,0.524
109175,0.46
109177,0.814
109184,0.716
109186,0.474
109187,0.292
109202,0.706
109210,0.562
109215,0.396
109224,0.4
109229,0.592
109233,0.88
109235,0.586
109245,0.638
109249,0.748
109252,0.302
109255,0.768
109269,0.44
109276,0.54
109277,0.384
109293,0.338
109305,0.194
109311,0.604
109314,0.426
109323,0.428
109327,0.476
109343,0.376
109348,0.286
109356,0.626
109360,0.658
109362,0.57
109368,0.586
109369,0.842
109388,0.222
109393,0.546
109404,0.34
109411,0.458
109412,0.256
109414,0.422
109425,0.68
109433,0.604
109450,0.426
109454,0.066
109460,0.192
109491,0.56
109499,0.904
109513,0.308
109534,0.62
109537,0.626
109541,0.524
109550,0.242
109551,0.368
109552,0.53
109554,0.48
109555,0.342
109559,0.478
109568,0.478
109569,0.636
109571,0.326
109574,0.62
109582,0.682
109586,0.69
109605,0.436
109612,0.284
109634,0.498
109638,0.372
109639,0.292
109644,0.516
109646,0.592
109654,0.716
109673,0.34
109678,0.39
109700,0.354
109729,0.814
109730,0.426
109736,0.566
109744,0.468
109752,0.474
109753,0.348
109763,0.604
109766,0.388
109779,0.346
109785,0.404
109792,0.376
109797,0.746
109802,0.694
109805,0.276
109820,0.444
109826,0.652
109828,0.508
109835,0.252
109836,0.374
109850,0.434
109857,0.426
109858,0.842
109865,0.554
109868,0.798
109880,0.394
109900,0.398
109903,0.3
109905,0.536
109913,0.752
109927,0.35
109933,0.462
109938,0.504
109955,0.346
109971,0.504
109976,0.374
109985,0.422
109992,0.526
110010,0.446
110018,0.474
110020,0.34
110048,0.578
110056,0.468
110061,0.388
110064,0.396
110070,0.324
110072,0.47
110090,0.668
110093,0.692
110098,0.436
110099,0.452
110104,0.33
110106,0.23
110110,0.476
110134,0.404
110141,0.468
110142,0.38
110158,0.372
110165,0.354
110174,0.428
110179,0.48
110193,0.48
110199,0.452
110201,0.664
110213,0.786
110219,0.192
110225,0.416
110227,0.3
110230,0.312
110240,0.378
110243,0.434
110248,0.902
110255,0.668
110262,0.5
110263,0.784
110269,0.474
110270,0.476
110275,0.852
110285,0.628
110286,0.436
110298,0.16
110305,0.536
110309,0.39
110320,0.43
110325,0.554
110331,0.598
110338,0.51
110346,0.412
110353,0.706
110356,0.63
110358,0.344
110360,0.62
110372,0.36
110376,0.296
110381,0.532
110383,0.712
110410,0.632
110423,0.506
110429,0.396
110431,0.41
110432,0.412
110440,0.502
110446,0.486
110451,0.622
110454,0.57
110456,0.2
110459,0.172
110475,0.322
110478,0.678
110487,0.492
110497,0.456
110499,0.34
110501,0.494
110511,0.092
110517,0.574
110527,0.416
110530,0.678
110534,0.404
110544,0.408
110545,0.532
110557,0.904
110561,0.362
110568,0.104
110573,0.682
110574,0.558
110582,0.736
110587,0.54
110600,0.668
110622,0.436
110634,0.576
110652,0.458
110653,0.634
110654,0.324
110656,0.466
110666,0.262
110668,0.496
110669,0.08
110670,0.244
110671,0.56
110674,0.648
110678,0.204
110679,0.186
110696,0.226
110708,0.258
110709,0.484
110710,0.57
110715,0.382
110722,0.394
110760,0.568
110767,0.424
110771,0.38
110776,0.55
110791,0.512
110792,0.564
110796,0.498
110802,0.536
110824,0.36
110828,0.762
110829,0.386
110831,0.528
110843,0.384
110844,0.368
110847,0.32
110848,0.664
110885,0.654
110900,0.704
110902,0.618
110913,0.376
110914,0.308
110918,0.684
110919,0.324
110937,0.602
110940,0.49
110948,0.668
110956,0.664
110957,0.514
110989,0.548
110991,0.37
110996,0.564
111000,0.644
111010,0.648
111022,0.492
111023,0.516
111025,0.644
111033,0.752
111035,0.14
111038,0.382
111046,0.394
111048,0.718
111061,0.524
111069,0.416
111079,0.642
111082,0.736
111086,0.68
111087,0.502
111089,0.84
111091,0.464
111095,0.636
111099,0.284
111109,0.22
111119,0.46
111127,0.566
111130,0.514
111136,0.484
111137,0.528
111147,0.516
111149,0.582
111153,0.358
111192,0.392
111218,0.384
111219,0.298
111223,0.43
111235,0.344
111247,0.336
111248,0.222
111258,0.65
111262,0.286
111263,0.234
111264,0.75
111268,0.69
111276,0.696
111292,0.552
111295,0.504
111302,0.522
111324,0.412
111338,0.608
111341,0.262
111342,0.456
111355,0.352
111356,0.292
111368,0.262
111380,0.33
111382,0.502
111383,0.64
111387,0.484
111401,0.356
111403,0.264
111408,0.42
111413,0.754
111422,0.386
111423,0.586
111449,0.382
111460,0.514
111464,0.782
111477,0.66
111481,0.566
111524,0.406
111533,0.15
111543,0.396
111544,0.554
111552,0.474
111559,0.422
111597,0.438
111608,0.474
111613,0.396
111614,0.354
111616,0.49
111639,0.478
111645,0.598
111652,0.586
111656,0.652
111659,0.608
111679,0.508
111690,0.22
111702,0.62
111716,0.38
111721,0.448
111744,0.556
111749,0.754
111754,0.496
111783,0.46
111788,0.578
111790,0.426
111792,0.708
111795,0.612
111796,0.498
111813,0.456
111822,0.288
111826,0.1
111836,0.898
111842,0.318
111844,0.57
111846,0.63
111849,0.36
111858,0.486
111873,0.522
111876,0.44
111883,0.5
111889,0.628
111900,0.24
111907,0.502
111911,0.286
111914,0.368
111915,0.47
111929,0.352
111945,0.452
111947,0.506
111948,0.564
111959,0.63
111976,0.472
111982,0.308
111989,0.298
111990,0.4
112003,0.552
112004,0.222
112018,0.424
112023,0.596
112025,0.238
112040,0.5
112042,0.464
112044,0.63
112048,0.666
112071,0.23
112079,0.48
112080,0.57
112092,0.406
112095,0.432
112105,0.626
112110,0.708
112123,0.324
112128,0.608
112130,0.368
112139,0.706
112141,0.216
112142,0.37
112148,0.536
112150,0.546
112157,0.4
112158,0.618
112165,0.306
112172,0.63
112188,0.57
112198,0.53
112203,0.384
112216,0.498
112218,0.564
112223,0.438
112227,0.318
112249,0.472
112267,0.254
112272,0.368
112282,0.414
112284,0.516
112287,0.258
112290,0.444
112302,0.476
112315,0.388
112326,0.606
112337,0.424
112338,0.472
112343,0.452
112356,0.542
112360,0.806
112362,0.43
112376,0.662
112385,0.502
112387,0.582
112405,0.41
112406,0.632
112411,0.42
112421,0.764
112430,0.772
112433,0.552
112440,0.56
112442,0.514
112446,0.474
112450,0.462
112465,0.458
112480,0.418
112482,0.606
112484,0.336
112488,0.524
112489,0.54
112493,0.478
112495,0.322
112502,0.648
112508,0.434
112520,0.276
112527,0.408
112537,0.286
112539,0.536
112543,0.762
112554,0.682
112556,0.298
112564,0.462
112568,0.654
112574,0.668
112581,0.492
112595,0.25
112599,0.406
112607,0.244
112620,0.264
112622,0.24
112631,0.488
112633,0.562
112643,0.482
112644,0.682
112647,0.514
112671,0.492
112677,0.464
112683,0.542
112699,0.792
112703,0.494
112705,0.396
112708,0.506
112713,0.292
112716,0.708
112729,0.31
112735,0.61
112757,0.726
112758,0.838
112768,0.212
112771,0.598
112773,0.706
112777,0.678
112782,0.626
112785,0.328
112792,0.382
112804,0.196
112809,0.558
112823,0.348
112837,0.39
112841,0.426
112842,0.454
112850,0.312
112853,0.424
112857,0.502
112873,0.572
112888,0.452
112896,0.38
112899,0.386
112913,0.36
112920,0.19
112925,0.678
112926,0.502
112933,0.318
112940,0.616
112941,0.512
112946,0.712
112948,0.522
112949,0.524
112967,0.396
112968,0.546
112976,0.272
112978,0.804
112988,0.414
113013,0.4
113015,0.228
113018,0.522
113021,0.44
113022,0.342
113025,0.354
113027,0.6
113030,0.774
113036,0.568
113043,0.41
113046,0.374
113057,0.258
113061,0.672
113063,0.272
113072,0.278
113074,0.29
113076,0.344
113103,0.104
113117,0.672
113125,0.394
113127,0.706
113132,0.572
113139,0.504
113156,0.498
113157,0.582
113158,0.572
113165,0.582
113178,0.618
113189,0.312
113193,0.574
113197,0.706
113200,0.542
113205,0.346
113210,0.512
113215,0.472
113219,0.358
113221,0.368
113228,0.29
113229,0.17
113238,0.33
113247,0.416
113279,0.59
113280,0.614
113281,0.414
113283,0.346
113296,0.402
113308,0.38
113318,0.462
113324,0.6
113331,0.304
113336,0.384
113342,0.308
113345,0.68
113349,0.436
113351,0.436
113355,0.336
113362,0.196
113368,0.678
113378,0.732
113383,0.488
113395,0.274
113398,0.578
113400,0.498
113402,0.456
113416,0.392
113419,0.532
113427,0.586
113450,0.536
113459,0.53
113460,0.606
113465,0.556
113487,0.412
113488,0.342
113492,0.46
113494,0.622
113496,0.44
113498,0.34
113499,0.268
113503,0.61
113509,0.402
113527,0.688
113555,0.658
113556,0.768
113563,0.516
113568,0.456
113569,0.254
113570,0.502
113575,0.498
113581,0.494
113586,0.276
113596,0.408
113599,0.54
113605,0.386
113609,0.308
113618,0.454
113619,0.544
113633,0.58
113634,0.238
113636,0.646
113644,0.504
113645,0.556
113661,0.508
113665,0.398
113671,0.516
113673,0.25
113675,0.228
113684,0.306
113687,0.352
113701,0.422
113704,0.642
113705,0.348
113713,0.36
113720,0.684
113725,0.512
113728,0.462
113733,0.486
113736,0.568
113743,0.392
113751,0.704
113760,0.44
113765,0.688
113767,0.4
113784,0.47
113786,0.444
113795,0.588
113810,0.336
113817,0.37
113833,0.86
113835,0.43
113836,0.48
113837,0.328
113839,0.22
113843,0.342
113851,0.752
113852,0.184
113874,0.35
113886,0.29
113898,0.486
113909,0.374
113911,0.256
113920,0.51
113935,0.304
113943,0.646
113944,0.5
113945,0.486
113946,0.67
113947,0.508
113961,0.146
113969,0.58
113993,0.352
113994,0.446
113995,0.566
113999,0.44
114012,0.636
114017,0.658
114027,0.382
114035,0.698
114039,0.524
114043,0.252
114044,0.288
114054,0.392
114060,0.408
114068,0.604
114083,0.594
114101,0.662
114103,0.638
114109,0.364
114121,0.754
114123,0.432
114124,0.454
114126,0.52
114133,0.486
114144,0.714
114156,0.666
114161,0.51
114166,0.392
114210,0.462
114216,0.476
114227,0.386
114230,0.36
114241,0.574
114244,0.574
114257,0.404
114260,0.358
114278,0.54
114281,0.346
114295,0.636
114297,0.59
114300,0.416
114309,0.486
114318,0.656
114325,0.47
114329,0.48
114336,0.376
114352,0.41
114374,0.506
114375,0.382
114376,0.744
114385,0.568
114386,0.338
114387,0.47
114398,0.332
114400,0.584
114414,0.346
114418,0.4
114419,0.676
114422,0.198
114432,0.418
114437,0.526
114440,0.51
